id;operation;admin0Name;admin0Pcode;admin1Name;admin1Pcode;admin2Name;admin2Pcode;numPresentIdpInd;reportingDate;yearReportingDate;monthReportingDate;roundNumber;assessmentType
426269;Armed Clashes in Sudan (Overview);Sudan;SDN;West Darfur;SD04;Kereneik;SD04125;41855;2024-07-31T00:00:00;2024;7;8;BA
426259;Armed Clashes in Sudan (Overview);Sudan;SDN;West Darfur;SD04;Jebel Moon;SD04123;70735;2024-07-31T00:00:00;2024;7;8;BA
426249;Armed Clashes in Sudan (Overview);Sudan;SDN;West Darfur;SD04;Habila - WD;SD04122;28260;2024-07-31T00:00:00;2024;7;8;BA
426239;Armed Clashes in Sudan (Overview);Sudan;SDN;West Darfur;SD04;Foro Baranga;SD04121;9730;2024-07-31T00:00:00;2024;7;8;BA
426229;Armed Clashes in Sudan (Overview);Sudan;SDN;West Darfur;SD04;Beida;SD04111;3105;2024-07-31T00:00:00;2024;7;8;BA
426219;Armed Clashes in Sudan (Overview);Sudan;SDN;West Darfur;SD04;Ag Geneina;SD04115;71070;2024-07-31T00:00:00;2024;7;8;BA
426209;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Talawdi;SD07089;10407;2024-07-31T00:00:00;2024;7;8;BA
426199;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Kadugli;SD07098;84600;2024-07-31T00:00:00;2024;7;8;BA
426189;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Habila - SK;SD07103;59211;2024-07-31T00:00:00;2024;7;8;BA
426179;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Ghadeer;SD07108;13458;2024-07-31T00:00:00;2024;7;8;BA
426169;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Dilling;SD07095;44297;2024-07-31T00:00:00;2024;7;8;BA
426159;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Delami;SD07107;4781;2024-07-31T00:00:00;2024;7;8;BA
426149;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;At Tadamon - SK;SD07106;2093;2024-07-31T00:00:00;2024;7;8;BA
426139;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Ar Reif Ash Shargi;SD07097;39030;2024-07-31T00:00:00;2024;7;8;BA
426129;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Ar Rashad;SD07093;22109;2024-07-31T00:00:00;2024;7;8;BA
426119;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Al Quoz;SD07094;8677;2024-07-31T00:00:00;2024;7;8;BA
426109;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Al Leri;SD07105;6978;2024-07-31T00:00:00;2024;7;8;BA
426099;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Abu Kershola;SD07104;26348;2024-07-31T00:00:00;2024;7;8;BA
426089;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Abu Jubayhah;SD07088;58095;2024-07-31T00:00:00;2024;7;8;BA
426079;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Abassiya;SD07090;65231;2024-07-31T00:00:00;2024;7;8;BA
418469;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Um Dafoug;SD03146;3835;2024-07-31T00:00:00;2024;7;8;BA
418459;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Tulus;SD03149;20775;2024-07-31T00:00:00;2024;7;8;BA
418449;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Sharg Aj Jabal;SD03147;42195;2024-07-31T00:00:00;2024;7;8;BA
418439;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Rehaid Albirdi;SD03158;30621;2024-07-31T00:00:00;2024;7;8;BA
418429;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Nyala Shimal;SD03164;327705;2024-07-31T00:00:00;2024;7;8;BA
418419;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Nyala Janoub;SD03167;78632;2024-07-31T00:00:00;2024;7;8;BA
418409;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Nitega;SD03151;28505;2024-07-31T00:00:00;2024;7;8;BA
418399;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Mershing;SD03145;80145;2024-07-31T00:00:00;2024;7;8;BA
418389;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Kubum;SD03157;9090;2024-07-31T00:00:00;2024;7;8;BA
418379;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Kateila;SD03159;43133;2024-07-31T00:00:00;2024;7;8;BA
418369;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Kas;SD03144;153958;2024-07-31T00:00:00;2024;7;8;BA
418359;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Gereida;SD03153;139642;2024-07-31T00:00:00;2024;7;8;BA
418349;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Ed Al Fursan;SD03143;33541;2024-07-31T00:00:00;2024;7;8;BA
418339;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Damso;SD03172;7370;2024-07-31T00:00:00;2024;7;8;BA
418329;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Buram;SD03161;194660;2024-07-31T00:00:00;2024;7;8;BA
418319;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Beliel;SD03162;473818;2024-07-31T00:00:00;2024;7;8;BA
418309;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;As Sunta;SD03156;100380;2024-07-31T00:00:00;2024;7;8;BA
418299;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;As Salam - SD;SD03166;16250;2024-07-31T00:00:00;2024;7;8;BA
418289;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Al Wihda;SD03150;4970;2024-07-31T00:00:00;2024;7;8;BA
418279;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Al Radoum;SD03141;37790;2024-07-31T00:00:00;2024;7;8;BA
418269;Armed Clashes in Sudan (Overview);Sudan;SDN;Sennar;SD14;Sinja;SD14043;69598;2024-07-31T00:00:00;2024;7;8;BA
418259;Armed Clashes in Sudan (Overview);Sudan;SDN;Sennar;SD14;Sharg Sennar;SD14042;56261;2024-07-31T00:00:00;2024;7;8;BA
418249;Armed Clashes in Sudan (Overview);Sudan;SDN;Sennar;SD14;Sennar;SD14038;8774;2024-07-31T00:00:00;2024;7;8;BA
410192;Armed Clashes in Sudan (Overview);Sudan;SDN;Sennar;SD14;As Suki;SD14041;76275;2024-07-31T00:00:00;2024;7;8;BA
410182;Armed Clashes in Sudan (Overview);Sudan;SDN;Sennar;SD14;Ad Dinder;SD14040;34201;2024-07-31T00:00:00;2024;7;8;BA
410172;Armed Clashes in Sudan (Overview);Sudan;SDN;Sennar;SD14;Ad Dali;SD14039;64062;2024-07-31T00:00:00;2024;7;8;BA
410162;Armed Clashes in Sudan (Overview);Sudan;SDN;Sennar;SD14;Abu Hujar;SD14037;50273;2024-07-31T00:00:00;2024;7;8;BA
410152;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Shendi;SD16010;266150;2024-07-31T00:00:00;2024;7;8;BA
410142;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Barbar;SD16013;33525;2024-07-31T00:00:00;2024;7;8;BA
410132;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Atbara;SD16012;156317;2024-07-31T00:00:00;2024;7;8;BA
410122;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Al Matama;SD16009;107526;2024-07-31T00:00:00;2024;7;8;BA
410112;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Al Buhaira;SD16014;17265;2024-07-31T00:00:00;2024;7;8;BA
410102;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Ad Damar;SD16011;145238;2024-07-31T00:00:00;2024;7;8;BA
410092;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Abu Hamad;SD16008;47265;2024-07-31T00:00:00;2024;7;8;BA
410082;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Tawkar;SD10065;2415;2024-07-31T00:00:00;2024;7;8;BA
410072;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Sinkat;SD10071;10877;2024-07-31T00:00:00;2024;7;8;BA
410062;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Sawakin;SD10068;7412;2024-07-31T00:00:00;2024;7;8;BA
410052;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Port Sudan;SD10064;242508;2024-07-31T00:00:00;2024;7;8;BA
410042;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Jubayt Elma'aadin;SD10067;640;2024-07-31T00:00:00;2024;7;8;BA
410022;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Hala'ib;SD10066;490;2024-07-31T00:00:00;2024;7;8;BA
410032;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Haya;SD10070;2345;2024-07-31T00:00:00;2024;7;8;BA
410014;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Dordieb;SD10063;1615;2024-07-31T00:00:00;2024;7;8;BA
410004;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Al Ganab;SD10069;260;2024-07-31T00:00:00;2024;7;8;BA
409995;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Agig;SD10072;275;2024-07-31T00:00:00;2024;7;8;BA
409987;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Merwoe;SD17020;79561;2024-07-31T00:00:00;2024;7;8;BA
409977;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Halfa;SD17014;36214;2024-07-31T00:00:00;2024;7;8;BA
409967;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Dongola;SD17017;56350;2024-07-31T00:00:00;2024;7;8;BA
401760;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Delgo;SD17015;40375;2024-07-31T00:00:00;2024;7;8;BA
401750;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Al Golid;SD17018;60442;2024-07-31T00:00:00;2024;7;8;BA
401740;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Al Burgaig;SD17016;60979;2024-07-31T00:00:00;2024;7;8;BA
401730;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Ad Dabbah;SD17019;66310;2024-07-31T00:00:00;2024;7;8;BA
401720;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Um Rawaba;SD13023;41256;2024-07-31T00:00:00;2024;7;8;BA
401710;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Um Dam Haj Ahmed;SD13028;15241;2024-07-31T00:00:00;2024;7;8;BA
401700;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Soudari;SD13025;3968;2024-07-31T00:00:00;2024;7;8;BA
401690;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Sheikan;SD13024;45562;2024-07-31T00:00:00;2024;7;8;BA
401680;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Gharb Bara;SD13029;7852;2024-07-31T00:00:00;2024;7;8;BA
401670;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Gebrat Al Sheikh;SD13027;7363;2024-07-31T00:00:00;2024;7;8;BA
401660;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Bara;SD13026;32764;2024-07-31T00:00:00;2024;7;8;BA
401650;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Ar Rahad;SD13030;39702;2024-07-31T00:00:00;2024;7;8;BA
401640;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Um Kadadah;SD02136;38680;2024-07-31T00:00:00;2024;7;8;BA
401630;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Um Baru;SD02120;4370;2024-07-31T00:00:00;2024;7;8;BA
401620;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Tawila;SD02170;227324;2024-07-31T00:00:00;2024;7;8;BA
401610;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Saraf Omra;SD02133;65012;2024-07-31T00:00:00;2024;7;8;BA
401600;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Melit;SD02129;46779;2024-07-31T00:00:00;2024;7;8;BA
401590;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Kutum;SD02128;155438;2024-07-31T00:00:00;2024;7;8;BA
401580;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Kernoi;SD02168;2410;2024-07-31T00:00:00;2024;7;8;BA
401570;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Kelemando;SD02126;13342;2024-07-31T00:00:00;2024;7;8;BA
401560;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Kebkabiya;SD02124;84055;2024-07-31T00:00:00;2024;7;8;BA
401550;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Dar As Salam;SD02113;124315;2024-07-31T00:00:00;2024;7;8;BA
401540;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;At Tina;SD02171;5385;2024-07-31T00:00:00;2024;7;8;BA
393965;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;At Tawisha;SD02119;1945;2024-07-31T00:00:00;2024;7;8;BA
393955;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;As Serief;SD02118;13300;2024-07-31T00:00:00;2024;7;8;BA
393945;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Al Malha;SD02117;6255;2024-07-31T00:00:00;2024;7;8;BA
393923;Armed Clashes in Sudan (Overview);Sudan;SDN;Khartoum;SD01;Um Bada;SD01002;10209;2024-07-31T00:00:00;2024;7;8;BA
393913;Armed Clashes in Sudan (Overview);Sudan;SDN;Khartoum;SD01;Sharg An Neel;SD01004;23935;2024-07-31T00:00:00;2024;7;8;BA
393903;Armed Clashes in Sudan (Overview);Sudan;SDN;Khartoum;SD01;Khartoum;SD01007;7190;2024-07-31T00:00:00;2024;7;8;BA
393893;Armed Clashes in Sudan (Overview);Sudan;SDN;Khartoum;SD01;Karrari;SD01005;19558;2024-07-31T00:00:00;2024;7;8;BA
393883;Armed Clashes in Sudan (Overview);Sudan;SDN;Khartoum;SD01;Jebel Awlia;SD01001;11248;2024-07-31T00:00:00;2024;7;8;BA
393873;Armed Clashes in Sudan (Overview);Sudan;SDN;Khartoum;SD01;Bahri;SD01003;31564;2024-07-31T00:00:00;2024;7;8;BA
393863;Armed Clashes in Sudan (Overview);Sudan;SDN;Kassala;SD11;Reifi Telkok;SD11059;3585;2024-07-31T00:00:00;2024;7;8;BA
393853;Armed Clashes in Sudan (Overview);Sudan;SDN;Kassala;SD11;Reifi Shamal Ad Delta;SD11057;5790;2024-07-31T00:00:00;2024;7;8;BA
393843;Armed Clashes in Sudan (Overview);Sudan;SDN;Kassala;SD11;Reifi Nahr Atbara;SD11062;4067;2024-07-31T00:00:00;2024;7;8;BA
393833;Armed Clashes in Sudan (Overview);Sudan;SDN;Kassala;SD11;Reifi Khashm Elgirba;SD11060;9164;2024-07-31T00:00:00;2024;7;8;BA
393823;Armed Clashes in Sudan (Overview);Sudan;SDN;Kassala;SD11;Reifi Kassla;SD11056;4155;2024-07-31T00:00:00;2024;7;8;BA
393555;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Al Koma;SD02116;10310;2024-07-31T00:00:00;2024;7;8;BA
393796;Armed Clashes in Sudan (Overview);Sudan;SDN;Kassala;SD11;Reifi Aroma;SD11055;1645;2024-07-31T00:00:00;2024;7;8;BA
393813;Armed Clashes in Sudan (Overview);Sudan;SDN;Kassala;SD11;Reifi Hamashkureib;SD11058;745;2024-07-31T00:00:00;2024;7;8;BA
393805;Armed Clashes in Sudan (Overview);Sudan;SDN;Kassala;SD11;Reifi Gharb Kassala;SD11054;20;2024-07-31T00:00:00;2024;7;8;BA
393535;Armed Clashes in Sudan (Overview);Sudan;SDN;Khartoum;SD01;Um Durman;SD01006;12075;2024-07-31T00:00:00;2024;7;8;BA
393545;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Al Fasher;SD02114;704066;2024-07-31T00:00:00;2024;7;8;BA
393786;Armed Clashes in Sudan (Overview);Sudan;SDN;Kassala;SD11;Madeinat Kassala;SD11053;165820;2024-07-31T00:00:00;2024;7;8;BA
393787;Armed Clashes in Sudan (Overview);Sudan;SDN;Kassala;SD11;Madeinat Kassala;SD11053;167695;2024-08-18T00:00:00;2024;8;9;BA
393546;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Al Fasher;SD02114;704066;2024-08-18T00:00:00;2024;8;9;BA
393536;Armed Clashes in Sudan (Overview);Sudan;SDN;Khartoum;SD01;Um Durman;SD01006;11860;2024-08-18T00:00:00;2024;8;9;BA
393806;Armed Clashes in Sudan (Overview);Sudan;SDN;Kassala;SD11;Reifi Gharb Kassala;SD11054;20;2024-08-18T00:00:00;2024;8;9;BA
393814;Armed Clashes in Sudan (Overview);Sudan;SDN;Kassala;SD11;Reifi Hamashkureib;SD11058;745;2024-08-18T00:00:00;2024;8;9;BA
393797;Armed Clashes in Sudan (Overview);Sudan;SDN;Kassala;SD11;Reifi Aroma;SD11055;2320;2024-08-18T00:00:00;2024;8;9;BA
393556;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Al Koma;SD02116;10310;2024-08-18T00:00:00;2024;8;9;BA
393824;Armed Clashes in Sudan (Overview);Sudan;SDN;Kassala;SD11;Reifi Kassla;SD11056;4420;2024-08-18T00:00:00;2024;8;9;BA
393834;Armed Clashes in Sudan (Overview);Sudan;SDN;Kassala;SD11;Reifi Khashm Elgirba;SD11060;9164;2024-08-18T00:00:00;2024;8;9;BA
393844;Armed Clashes in Sudan (Overview);Sudan;SDN;Kassala;SD11;Reifi Nahr Atbara;SD11062;4067;2024-08-18T00:00:00;2024;8;9;BA
393854;Armed Clashes in Sudan (Overview);Sudan;SDN;Kassala;SD11;Reifi Shamal Ad Delta;SD11057;5790;2024-08-18T00:00:00;2024;8;9;BA
393864;Armed Clashes in Sudan (Overview);Sudan;SDN;Kassala;SD11;Reifi Telkok;SD11059;3585;2024-08-18T00:00:00;2024;8;9;BA
393874;Armed Clashes in Sudan (Overview);Sudan;SDN;Khartoum;SD01;Bahri;SD01003;31197;2024-08-18T00:00:00;2024;8;9;BA
393884;Armed Clashes in Sudan (Overview);Sudan;SDN;Khartoum;SD01;Jebel Awlia;SD01001;11758;2024-08-18T00:00:00;2024;8;9;BA
393894;Armed Clashes in Sudan (Overview);Sudan;SDN;Khartoum;SD01;Karrari;SD01005;19819;2024-08-18T00:00:00;2024;8;9;BA
393904;Armed Clashes in Sudan (Overview);Sudan;SDN;Khartoum;SD01;Khartoum;SD01007;6675;2024-08-18T00:00:00;2024;8;9;BA
393914;Armed Clashes in Sudan (Overview);Sudan;SDN;Khartoum;SD01;Sharg An Neel;SD01004;20350;2024-08-18T00:00:00;2024;8;9;BA
393924;Armed Clashes in Sudan (Overview);Sudan;SDN;Khartoum;SD01;Um Bada;SD01002;9876;2024-08-18T00:00:00;2024;8;9;BA
393777;Armed Clashes in Sudan (Overview);Sudan;SDN;Kassala;SD11;Halfa Aj Jadeedah;SD11052;63540;2024-08-18T00:00:00;2024;8;9;BA
393946;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Al Malha;SD02117;6290;2024-08-18T00:00:00;2024;8;9;BA
393956;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;As Serief;SD02118;13300;2024-08-18T00:00:00;2024;8;9;BA
393966;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;At Tawisha;SD02119;1945;2024-08-18T00:00:00;2024;8;9;BA
401541;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;At Tina;SD02171;5600;2024-08-18T00:00:00;2024;8;9;BA
401551;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Dar As Salam;SD02113;125000;2024-08-18T00:00:00;2024;8;9;BA
401561;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Kebkabiya;SD02124;84055;2024-08-18T00:00:00;2024;8;9;BA
401571;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Kelemando;SD02126;13462;2024-08-18T00:00:00;2024;8;9;BA
401581;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Kernoi;SD02168;2710;2024-08-18T00:00:00;2024;8;9;BA
401591;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Kutum;SD02128;155588;2024-08-18T00:00:00;2024;8;9;BA
401601;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Melit;SD02129;46779;2024-08-18T00:00:00;2024;8;9;BA
401611;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Saraf Omra;SD02133;65012;2024-08-18T00:00:00;2024;8;9;BA
401621;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Tawila;SD02170;230219;2024-08-18T00:00:00;2024;8;9;BA
401631;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Um Baru;SD02120;4370;2024-08-18T00:00:00;2024;8;9;BA
401641;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Um Kadadah;SD02136;38680;2024-08-18T00:00:00;2024;8;9;BA
401651;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Ar Rahad;SD13030;39992;2024-08-18T00:00:00;2024;8;9;BA
401661;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Bara;SD13026;32604;2024-08-18T00:00:00;2024;8;9;BA
401671;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Gebrat Al Sheikh;SD13027;7388;2024-08-18T00:00:00;2024;8;9;BA
401681;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Gharb Bara;SD13029;8027;2024-08-18T00:00:00;2024;8;9;BA
401691;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Sheikan;SD13024;45537;2024-08-18T00:00:00;2024;8;9;BA
401701;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Soudari;SD13025;3968;2024-08-18T00:00:00;2024;8;9;BA
401711;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Um Dam Haj Ahmed;SD13028;15241;2024-08-18T00:00:00;2024;8;9;BA
401721;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Um Rawaba;SD13023;40661;2024-08-18T00:00:00;2024;8;9;BA
401731;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Ad Dabbah;SD17019;66310;2024-08-18T00:00:00;2024;8;9;BA
401741;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Al Burgaig;SD17016;63232;2024-08-18T00:00:00;2024;8;9;BA
401751;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Al Golid;SD17018;60467;2024-08-18T00:00:00;2024;8;9;BA
401761;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Delgo;SD17015;40525;2024-08-18T00:00:00;2024;8;9;BA
409968;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Dongola;SD17017;56620;2024-08-18T00:00:00;2024;8;9;BA
409978;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Halfa;SD17014;38093;2024-08-18T00:00:00;2024;8;9;BA
409988;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Merwoe;SD17020;89668;2024-08-18T00:00:00;2024;8;9;BA
409996;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Agig;SD10072;300;2024-08-18T00:00:00;2024;8;9;BA
410005;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Al Ganab;SD10069;260;2024-08-18T00:00:00;2024;8;9;BA
410015;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Dordieb;SD10063;1680;2024-08-18T00:00:00;2024;8;9;BA
410033;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Haya;SD10070;2555;2024-08-18T00:00:00;2024;8;9;BA
410023;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Hala'ib;SD10066;875;2024-08-18T00:00:00;2024;8;9;BA
410043;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Jubayt Elma'aadin;SD10067;625;2024-08-18T00:00:00;2024;8;9;BA
410053;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Port Sudan;SD10064;243032;2024-08-18T00:00:00;2024;8;9;BA
410063;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Sawakin;SD10068;7217;2024-08-18T00:00:00;2024;8;9;BA
410073;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Sinkat;SD10071;10898;2024-08-18T00:00:00;2024;8;9;BA
410083;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Tawkar;SD10065;2465;2024-08-18T00:00:00;2024;8;9;BA
410093;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Abu Hamad;SD16008;69145;2024-08-18T00:00:00;2024;8;9;BA
410103;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Ad Damar;SD16011;145233;2024-08-18T00:00:00;2024;8;9;BA
410113;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Al Buhaira;SD16014;17265;2024-08-18T00:00:00;2024;8;9;BA
410123;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Al Matama;SD16009;104342;2024-08-18T00:00:00;2024;8;9;BA
410133;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Atbara;SD16012;156317;2024-08-18T00:00:00;2024;8;9;BA
410143;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Barbar;SD16013;33782;2024-08-18T00:00:00;2024;8;9;BA
410153;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Shendi;SD16010;266150;2024-08-18T00:00:00;2024;8;9;BA
410163;Armed Clashes in Sudan (Overview);Sudan;SDN;Sennar;SD14;Abu Hujar;SD14037;50273;2024-08-18T00:00:00;2024;8;9;BA
410173;Armed Clashes in Sudan (Overview);Sudan;SDN;Sennar;SD14;Ad Dali;SD14039;62906;2024-08-18T00:00:00;2024;8;9;BA
410183;Armed Clashes in Sudan (Overview);Sudan;SDN;Sennar;SD14;Ad Dinder;SD14040;35357;2024-08-18T00:00:00;2024;8;9;BA
410193;Armed Clashes in Sudan (Overview);Sudan;SDN;Sennar;SD14;As Suki;SD14041;59573;2024-08-18T00:00:00;2024;8;9;BA
